Column1,지점명,위도,경도
607,연신내역사거리,37.6187724,126.9217574
609,신응교,37.5923083,126.9143361
610,불광역 사거리,37.6109729,126.929473
611,혜화동로터리,37.5855329,127.0012167
612,동묘앞역 사거리,37.573246,127.016589
613,종로5가역 사거리,37.57126,127.00179
614,종로2가,37.5701735,126.985657
615,동대문성곽공원 앞 사거리,37.5719236,127.0090775
616,종로3가역 사거리,37.570436,126.992148
617,광하문우체국 사거리,37.5698001,126.9780682
618,이화사거리,37.5761174,127.0022169
619,동대문역 삼거리,37.565682,127.008953
620,트윈트리타워 앞,37.5751853,126.9797383
621,서울지방경찰청,37.5748364,126.9719665
622,광화문 앞 삼거리,37.5759607,126.9769124
623,광하문우체국 사거리,37.5698001,126.9780682
624,중부교육지원청 부근 사거리,37.5718402,127.0028836
625,창신1동주민센터,37.5707016,127.0163823
626,안국역 사거리,37.5768115,126.9861629
627,신설동역사거리,37.5721057,127.0231122
628,서울전문학교 앞 사거리,37.5742844,127.019078
629,종로타워 삼거리,37.570176,126.983197
630,동대문역 사거리,37.565682,127.008953
631,동묘공원 앞 삼거리,37.573146,127.018215
632,혜화동로터리,37.5855329,127.0012167
633,서울전문학교 앞 사거리,37.5742844,127.019078
634,동묘앞역 사거리,37.573246,127.016589
635,동대문성곽공원 앞 사거리,37.5719236,127.0090775
636,중부교육지원청 부근 사거리,37.5718402,127.0028836
637,관철동 14-1번지 사거리,37.570176,126.983197
638,이화사거리,37.5761174,127.0022169
639,염천교 동단 사거리,37.5594522,126.9702483
641,장충체육관 앞 사거리,37.558092,127.007749
642,약수역 부근 사거리,37.554347,127.011001
643,서울역 앞 사거리,37.566713,126.965504
644,을지로입구역 사거리,37.566065,126.982679
645,남대문세무서,37.5649518,126.988163
646,서소문근린공원 부근,37.5605909,126.9693872
647,성동공업고등학교 부근,37.5686276,127.0168786
648,서울역 앞 사거리,37.566713,126.965504
649,서울시청 동남 삼거리,37.5662952,126.9779451
650,한국은행앞사거리,35.1584898,126.8491849
652,을지로4가역 5호선 부근,37.566621,126.997733
653,신당역 앞 삼거리,37.5619693,127.0108813
654,동대문역사문화공원역 1번출구,37.56583,127.00901
655,웨스틴 조선호텔 앞 사거리,37.5644329,126.9799586
656,CJ제일제당빌딩 앞 사거리,37.563942,127.0032778
657,숭례문광장 앞 교차로,37.558501,126.969194
658,을지로5가,37.5664267,127.0025169
659,숭례문광장 앞 교차로,37.558501,126.969194
661,신당역2호선 앞 사거리,37.5656465,127.0196049
662,서울역광장,37.556074,126.9718732
663,을지로입구역 사거리,37.566065,126.982679
664,서울역 앞 사거리,37.566713,126.965504
666,약수역 사거리,37.554347,127.011001
667,서소문근린공원 부근,37.5605909,126.9693872
668,동부시장 사거리,37.593959,127.076133
669,신내지하차도,37.601533,127.096429
670,장안교사거리,37.5813404,127.0796259
671,상봉지하차도 교차로,37.5985884,127.0877912
672,상봉역 삼거리,37.5972353,127.0859765
673,망우사거리,37.5998385,127.1004289
674,중랑전화국,37.5911829,127.080408
675,중화역 사거리,37.602833,127.079433
676,유수지주차장,37.5217861,127.1032265
677,중화동우체국 부근,37.6005245,127.0799269
678,우림시장 오거리,37.5967341,127.0982568
679,중화역 삼거리,37.601656,127.078756
680,상봉시장 앞,37.599522,127.098748
681,중화중 삼거리,37.586616,127.094805
682,먹골역 삼거리,37.612573,127.07707
683,망우역 앞 사거리,37.600551,127.100162
684,사가정역,37.580966,127.088503
685,망우지구대 앞 사거리,37.598534,127.094491
686,장평교교차로,37.5718137,127.078404
687,서울시체육회,37.5926768,127.0730293
688,망우사거리,37.5998385,127.1004289
689,신내지하차도,37.601533,127.096429
690,장안교사거리,37.5813404,127.0796259
691,장안교사거리,37.5813404,127.0796259
692,망우사거리,37.5998385,127.1004289
693,학동역사거리,37.514222,127.031594
694,천호신사거리,37.538432,127.123604
695,상일2교사거리,37.547011,127.173594
696,천호신사거리,37.538432,127.123604
697,유석초 삼거리,37.560912,126.855118
698,원당초 앞 사거리,37.48011,126.955763
699,봉림교 동단 교차로,37.483915,126.927077
700,청암인터그린타워 앞 삼거리,37.482408,126.929888
701,봉림교 서단 교차로,37.483915,126.927077
702,구로1교 교차로,37.487575,126.897815
703,월드아파트 동쪽 삼거리,37.505782,126.876473
704,개봉교 북단 사거리,37.486058,126.856448
705,디지털3단지,37.475859,126.880932
706,독산4동사거리,37.466401,126.901719
707,목화3차 앞 삼거리,37.476237,126.903525
708,월계119안전센터 부근 ,37.628698,127.05659
709,도봉역사거리,37.651384,127.036305
710,창4동사거리,37.652377,127.051326
711,쌍문3치안센터 앞 사거리,37.647201,127.025729
712,삼성래미안2단지,37.666049,127.044421
713,용두1치안센터 사거리,37.572818,127.037921
714,총신대입구역사거리,37.485434,126.982091
715,숭실대입구역삼거리,37.495595,126.954321
716,총신대입구역사거리,37.485434,126.982091
717,성산2교 남단 사거리,37.565492,126.911527
718,망원2치안센터 부근,37.562959,126.90385
719,성산2교 남단 사거리,37.565492,126.911527
720,홍제역 3번출구 앞 삼거리,37.588374,126.944695
721,홍남교교차로,37.586186,126.946864
722,국민권익위원회 앞 삼거리,37.562035,126.969417
723,홍제역 3번출구 앞 삼거리,37.588374,126.944695
724,트럭터미널앞교차로,37.461767,127.037227
725,서초3동사거리,37.484069,127.011421
726,트럭터미널앞교차로,37.461767,127.037227
727,트럭터미널앞교차로,37.461767,127.037227
728,제2마장교 서단 사거리,37.56808,127.045867
729,고산자교 남단 사거리,37.57175,127.037931
730,청계9가교차로,37.56961,127.030336
731,제2마장교 서단 교차로,37.569668,127.048356
732,개운산입구교차로,37.59243,127.036237
733,삼성교사거리,37.510591,127.070821
734,송파구청사거리,37.515473,127.106621
735,삼익4차플라주 부근,37.520128,126.844384
736,구로1교 북단 사거리,37.487481,126.897878
737,대림3동사거리,37.499983,126.897639
738,수색교 북단 삼거리,37.586945,126.886998
739,현대2차 사거리,37.596407,126.909364
740,증산3교 서단 사거리,37.57989,126.906537
741,청계4가교차로,37.570742,126.997789
742,청계6가 앞,37.56988,127.009631
743,서울메트로 앞 삼거리,37.565473,127.009655
744,동1로지하차도,37.595102,127.080242
745,면목2동사거리,37.586626,127.079933
746,중랑구청사거리,37.60686,127.095233
747,면목2동사거리,37.586626,127.079933
748,동1로지하차도,37.595102,127.080242
